Time_s,Voltage_mV
22.182,-0.547671
22.183,-0.550591
22.184,-0.56811
22.185,-0.574274
22.186,-0.580763
22.187,-0.59082
22.188,-0.596336
22.189,-0.596011
22.19,-0.59374
22.191,-0.578168
22.192,-0.578492
22.193,-0.590496
22.194,-0.596984
22.195,-0.600878
22.196,-0.613855
22.197,-0.631374
22.198,-0.633969
22.199,-0.626183
22.2,-0.61061
22.201,-0.61061
22.202,-0.619694
22.203,-0.620992
22.204,-0.617748
22.205,-0.617748
22.206,-0.620343
22.207,-0.621641
22.208,-0.617748
22.209,-0.611908
22.21,-0.609313
22.211,-0.614179
22.212,-0.614828
22.213,-0.604771
22.214,-0.597309
22.215,-0.601526
22.216,-0.606717
22.217,-0.609637
22.218,-0.613206
22.219,-0.626183
22.22,-0.645973
22.221,-0.652137
22.222,-0.651164
22.223,-0.647595
22.224,-0.639809
22.225,-0.630725
22.226,-0.627805
22.227,-0.635916
22.228,-0.646947
22.229,-0.65376
22.23,-0.662519
22.231,-0.669981
22.232,-0.674199
22.233,-0.676794
22.234,-0.677443
22.235,-0.678741
22.236,-0.679389
22.237,-0.690096
22.238,-0.694962
22.239,-0.693664
22.24,-0.691069
22.241,-0.684256
22.242,-0.681336
22.243,-0.685878
22.244,-0.681985
22.245,-0.686851
22.246,-0.709561
22.247,-0.724161
22.248,-0.741355
22.249,-0.76147
22.25,-0.778016
22.251,-0.797482
22.252,-0.825707
22.253,-0.847119
22.254,-0.871451
22.255,-0.901948
22.256,-0.936337
22.257,-0.955479
22.258,-0.967158
22.259,-0.973971
22.26,-0.974944
22.261,-0.967482
22.262,-0.947368
22.263,-0.939582
22.264,-0.92336
22.265,-0.875993
22.266,-0.809485
22.267,-0.742329
22.268,-0.669008
22.269,-0.597958
22.27,-0.522041
22.271,-0.438987
22.272,-0.351067
22.273,-0.296887
22.274,-0.274502
22.275,-0.243356
22.276,-0.212536
22.277,-0.200532
22.278,-0.194043
22.279,-0.186257
22.28,-0.176524
22.281,-0.165818
22.282,-0.154138
22.283,-0.151218
22.284,-0.153165
22.285,-0.158356
22.286,-0.157058
22.287,-0.149596
22.288,-0.142783
22.289,-0.136619
22.29,-0.130779
22.291,-0.121695
22.292,-0.105149
22.293,-0.098012
22.294,-0.103203
22.295,-0.098661
22.296,-0.092497
22.297,-0.089252
22.298,-0.09055
22.299,-0.10223
22.3,-0.103527
22.301,-0.096714
22.302,-0.088928
22.303,-0.090875
22.304,-0.101581
22.305,-0.103203
22.306,-0.100607
22.307,-0.107096
22.308,-0.113585
22.309,-0.122993
22.31,-0.122669
22.311,-0.116505
22.312,-0.108394
22.313,-0.097039
22.314,-0.092821
22.315,-0.089577
22.316,-0.084386
22.317,-0.086657
22.318,-0.090226
22.319,-0.075302
22.32,-0.07076
22.321,-0.085035
22.322,-0.093146
22.323,-0.083737
22.324,-0.069462
22.325,-0.063947
22.326,-0.061027
22.327,-0.049023
22.328,-0.032802
22.329,-0.030531
22.33,-0.048699
22.331,-0.056809
22.332,-0.048699
22.333,-0.04221
22.334,-0.040264
22.335,-0.038966
22.336,-0.030206
22.337,-0.012363
22.338,-0.015607
22.339,-0.014309
22.34,-0.004901
22.341,-0.003603
22.342,-0.015282
22.343,-0.021122
22.344,-0.018527
22.345,-0.005225
22.346,0.008076
22.347,0.014889
22.348,0.022676
22.349,0.024298
22.35,0.018134
22.351,0.013592
22.352,0.007752
22.353,-0.002305
22.354,-0.004901
22.355,-0.001008
22.356,0.001588
22.357,0.004508
22.358,0.00905
22.359,0.001912
22.36,-0.004576
22.361,-0.006198
22.362,0.00029
22.363,0.005805
22.364,0.003534
22.365,-0.000359
22.366,-0.001332
22.367,0.01197
22.368,0.022676
22.369,0.010347
22.37,-0.004252
22.371,-0.008794
22.372,-0.012038
22.373,-0.021447
22.374,-0.026313
22.375,-0.027935
22.376,-0.035073
22.377,-0.044157
22.378,-0.049672
22.379,-0.047401
22.38,-0.037993
22.381,-0.035073
22.382,-0.038317
22.383,-0.046752
22.384,-0.049348
22.385,-0.043832
22.386,-0.043832
22.387,-0.044481
22.388,-0.039939
22.389,-0.029233
22.39,-0.0195
22.391,-0.006523
22.392,-0.001656
22.393,-0.007172
22.394,-0.012038
22.395,-0.016905
22.396,-0.009767
22.397,0.007752
22.398,0.018458
22.399,0.02592
22.4,0.042466
22.401,0.046684
22.402,0.041493
22.403,0.038573
22.404,0.04279
22.405,0.049603
22.406,0.057714
22.407,0.062905
22.408,0.063229
22.409,0.059985
22.41,0.070691
22.411,0.086913
22.412,0.082371
22.413,0.069069
22.414,0.064852
22.415,0.064527
22.416,0.062905
22.417,0.059012
22.418,0.058039
22.419,0.058363
22.42,0.067123
22.421,0.074585
22.422,0.075233
22.423,0.070043
22.424,0.075558
22.425,0.082371
22.426,0.081398
22.427,0.07718
22.428,0.079775
22.429,0.094699
22.43,0.098592
22.431,0.093726
22.432,0.090806
22.433,0.100539
22.434,0.114814
22.435,0.129738
22.436,0.139146
22.437,0.144661
22.438,0.15115
22.439,0.154719
22.44,0.161532
22.441,0.165425
22.442,0.160558
22.443,0.162829
22.444,0.173211
22.445,0.186188
22.446,0.20241
22.447,0.211169
22.448,0.225769
22.449,0.253994
22.45,0.284166
22.451,0.314338
22.452,0.338995
22.453,0.356514
22.454,0.369491
22.455,0.376304
22.456,0.382793
22.457,0.378251
22.458,0.364949
22.459,0.351972
22.46,0.346132
22.461,0.341266
22.462,0.334777
22.463,0.317258
22.464,0.289681
22.465,0.263403
22.466,0.245559
22.467,0.227066
22.468,0.204032
22.469,0.188135
22.47,0.18262
22.471,0.182295
22.472,0.183593
22.473,0.189433
22.474,0.19657
22.475,0.194624
22.476,0.180024
22.477,0.170616
22.478,0.166398
22.479,0.162181
22.48,0.159261
22.481,0.153421
22.482,0.141417
22.483,0.129738
22.484,0.126818
22.485,0.133631
22.486,0.133631
22.487,0.131035
22.488,0.137199
22.489,0.136551
22.49,0.130711
22.491,0.126818
22.492,0.123898
22.493,0.113516
22.494,0.101512
22.495,0.095997
22.496,0.089833
22.497,0.088535
22.498,0.093077
22.499,0.104432
22.5,0.114489
22.501,0.113841
22.502,0.11157
22.503,0.11157
22.504,0.107352
22.505,0.098917
22.506,0.092104
22.507,0.095997
22.508,0.097619
22.509,0.097619
22.51,0.095997
22.511,0.096646
22.512,0.09989
22.513,0.09989
22.514,0.100539
22.515,0.091455
22.516,0.080749
22.517,0.073287
22.518,0.064852
22.519,0.054794
22.52,0.059985
22.521,0.073287
22.522,0.073287
22.523,0.064852
22.524,0.058039
22.525,0.056416
22.526,0.05447
22.527,0.054145
22.528,0.05739
22.529,0.059012
22.53,0.055768
22.531,0.053172
22.532,0.050252
22.533,0.049279
22.534,0.046359
22.535,0.045386
22.536,0.051874
22.537,0.056092
22.538,0.052848
22.539,0.059985
22.54,0.0655
22.541,0.049928
22.542,0.009374
22.543,-0.020473
22.544,-0.077249
22.545,-0.189177
22.546,-0.358204
22.547,-0.552862
22.548,-0.754008
22.549,-0.955154
22.55,-1.109582
22.551,-1.204315
22.552,-1.22735
22.553,-1.155327
22.554,-0.991166
22.555,-0.766012
22.556,-0.481812
22.557,-0.122993
22.558,0.326666
22.559,0.803903
22.56,1.256808
22.561,1.692518
22.562,2.083457
22.563,2.41243
22.564,2.681384
22.565,2.87734
22.566,3.022686
22.567,3.080435
22.568,3.026903
22.569,2.84652
22.57,2.541878
22.571,2.16716
22.572,1.794714
22.573,1.438813
22.574,1.10173
22.575,0.782815
22.576,0.540466
22.577,0.363327
22.578,0.25367
22.579,0.20825
22.58,0.188784
22.581,0.182944
22.582,0.180349
22.583,0.176131
22.584,0.157963
22.585,0.134928
22.586,0.103134
22.587,0.068745
22.588,0.033706
22.589,-0.003279
22.59,-0.03929
22.591,-0.077573
22.592,-0.108069
22.593,-0.137268
22.594,-0.157058
22.595,-0.176848
22.596,-0.198261
22.597,-0.215456
22.598,-0.22973
22.599,-0.236543
22.6,-0.236219
22.601,-0.242708
22.602,-0.255685
22.603,-0.263795
22.604,-0.270609
22.605,-0.283586
22.606,-0.29267
22.607,-0.305647
22.608,-0.311162
22.609,-0.303376
22.61,-0.291372
22.611,-0.277422
22.612,-0.269635
22.613,-0.284883
22.614,-0.292021
22.615,-0.290074
22.616,-0.29267
22.617,-0.292345
22.618,-0.291696
22.619,-0.286181
22.62,-0.274177
22.621,-0.2612
22.622,-0.253089
22.623,-0.251467
22.624,-0.25828
22.625,-0.266067
22.626,-0.279044
22.627,-0.287154
22.628,-0.292021
22.629,-0.290723
22.63,-0.288777
22.631,-0.288128
22.632,-0.290399
22.633,-0.293319
22.634,-0.290399
22.635,-0.285208
22.636,-0.287803
22.637,-0.297212
22.638,-0.305647
22.639,-0.313758
22.64,-0.309864
22.641,-0.306945
22.642,-0.314082
22.643,-0.324788
22.644,-0.332575
22.645,-0.336143
22.646,-0.339063
22.647,-0.335494
22.648,-0.33809
22.649,-0.344578
22.65,-0.356582
22.651,-0.378968
22.652,-0.401354
22.653,-0.413033
22.654,-0.417899
22.655,-0.423415
22.656,-0.431525
22.657,-0.444503
22.658,-0.454884
22.659,-0.472404
22.66,-0.490896
22.661,-0.506144
22.662,-0.521717
22.663,-0.530476
22.664,-0.535992
22.665,-0.54832
22.666,-0.559675
22.667,-0.562919
22.668,-0.570381
22.669,-0.597309
22.67,-0.62521
22.671,-0.641431
22.672,-0.652462
22.673,-0.659924
22.674,-0.671603
22.675,-0.678416
22.676,-0.677443
22.677,-0.691069
22.678,-0.708588
22.679,-0.714103
22.68,-0.720916
22.681,-0.737787
22.682,-0.741031
22.683,-0.741355
22.684,-0.752062
22.685,-0.754657
22.686,-0.754657
22.687,-0.762768
22.688,-0.781909
22.689,-0.797482
22.69,-0.802024
22.691,-0.804619
22.692,-0.813379
22.693,-0.831547
22.694,-0.859448
22.695,-0.899028
22.696,-0.931471
22.697,-0.946719
22.698,-0.955154
22.699,-0.970727
22.7,-0.971051
22.701,-0.957425
22.702,-0.935688
22.703,-0.905841
22.704,-0.86107
22.705,-0.802348
22.706,-0.741031
22.707,-0.67355
22.708,-0.593091
22.709,-0.513931
22.71,-0.43769
22.711,-0.373777
22.712,-0.319922
22.713,-0.274826
22.714,-0.241085
22.715,-0.205723
22.716,-0.167116
22.717,-0.136295
22.718,-0.116829
22.719,-0.09347
22.72,-0.075626
22.721,-0.061676
22.722,-0.053565
22.723,-0.052267
22.724,-0.054538
22.725,-0.05097
22.726,-0.040912
22.727,-0.031828
22.728,-0.02534
22.729,-0.016905
22.73,-0.009118
22.731,-0.006523
22.732,-0.011065
22.733,-0.0195
22.734,-0.016256
22.735,0.004183
22.736,0.024947
22.737,0.0376
22.738,0.034355
22.739,0.032084
22.74,0.036951
22.741,0.053172
22.742,0.048306
22.743,0.043439
22.744,0.042466
22.745,0.040195
22.746,0.035004
22.747,0.051226
22.748,0.069069
22.749,0.086913
22.75,0.084317
22.751,0.053821
22.752,0.044413
22.753,0.04571
22.754,0.033706
22.755,0.021702
22.756,0.020729
22.757,0.018783
22.758,0.016187
22.759,0.013916
22.76,0.004508
22.761,0.00029
22.762,0.00905
22.763,0.018134
22.764,0.018783
22.765,0.018783
22.766,0.015538
22.767,0.012294
22.768,0.011645
22.769,0.006454
22.77,0.000939
22.771,-0.003927
22.772,-0.006847
22.773,-0.00555
22.774,-0.006847
22.775,-0.013336
22.776,-0.014309
22.777,-0.012038
22.778,-0.008145
22.779,-0.005225
22.78,0.00613
22.781,0.015863
22.782,0.016836
22.783,0.013916
22.784,0.018783
22.785,0.026893
22.786,0.027218
22.787,0.023973
22.788,0.022676
22.789,0.023325
22.79,0.022676
22.791,0.019431
22.792,0.010347
22.793,-3.43E-05
22.794,-3.43E-05
22.795,0.006779
22.796,0.021378
22.797,0.029164
22.798,0.028516
22.799,0.029164
22.8,0.034355
22.801,0.027218
22.802,0.010996
22.803,0.010996
22.804,0.020729
22.805,0.037924
22.806,0.046035
22.807,0.038897
22.808,0.03468
22.809,0.036302
22.81,0.04279
22.811,0.043439
22.812,0.041168
22.813,0.027218
22.814,0.022676
22.815,0.028516
22.816,0.033382
22.817,0.036302
22.818,0.049928
22.819,0.063878
22.82,0.078802
22.821,0.087886
22.822,0.090157
22.823,0.090806
22.824,0.096646
22.825,0.107352
22.826,0.116112
22.827,0.11157
22.828,0.115463
22.829,0.133631
22.83,0.13428
22.831,0.137199
22.832,0.143688
22.833,0.143688
22.834,0.148554
22.835,0.146608
22.836,0.135253
22.837,0.132982
22.838,0.141093
22.839,0.148879
22.84,0.151474
22.841,0.15115
22.842,0.153097
22.843,0.160883
22.844,0.171913
22.845,0.175807
22.846,0.176131
22.847,0.177753
22.848,0.180997
22.849,0.183593
22.85,0.181971
22.851,0.19365
22.852,0.208574
22.853,0.210845
22.854,0.210521
22.855,0.205654
22.856,0.207925
22.857,0.205005
22.858,0.203708
22.859,0.206303
22.86,0.21344
22.861,0.2222
22.862,0.231609
22.863,0.231609
22.864,0.224147
22.865,0.221227
22.866,0.227715
22.867,0.232582
22.868,0.23907
22.869,0.250101
22.87,0.254967
22.871,0.257563
22.872,0.262429
22.873,0.263078
22.874,0.250425
22.875,0.23907
22.876,0.235502
22.877,0.237773
22.878,0.242315
22.879,0.238097
22.88,0.23907
22.881,0.242315
22.882,0.249777
22.883,0.259834
22.884,0.27054
22.885,0.277029
22.886,0.275731
22.887,0.27054
22.888,0.262105
22.889,0.248479
22.89,0.232257
22.891,0.226418
22.892,0.229337
22.893,0.234853
22.894,0.234204
22.895,0.239719
22.896,0.244586
22.897,0.254643
22.898,0.252696
22.899,0.250425
22.9,0.259185
22.901,0.2647
22.902,0.256265
22.903,0.250425
22.904,0.245883
22.905,0.243937
22.906,0.249452
22.907,0.257887
22.908,0.254319
22.909,0.253021
22.91,0.248803
22.911,0.246532
22.912,0.249452
22.913,0.248803
22.914,0.25075
22.915,0.254967
22.916,0.256914
22.917,0.263727
22.918,0.277678
22.919,0.289357
22.92,0.283193
22.921,0.277678
22.922,0.273784
22.923,0.263403
22.924,0.256265
22.925,0.25659
22.926,0.263078
22.927,0.265025
22.928,0.267296
22.929,0.273784
22.93,0.282868
22.931,0.289357
22.932,0.292926
22.933,0.298441
22.934,0.289357
22.935,0.280597
22.936,0.282544
22.937,0.287086
22.938,0.28741
22.939,0.298765
22.94,0.298117
22.941,0.295197
22.942,0.29617
22.943,0.294548
22.944,0.297468
22.945,0.292601
22.946,0.295521
22.947,0.298117
22.948,0.297792
22.949,0.305254
22.95,0.323098
22.951,0.331208
22.952,0.332182
22.953,0.324071
22.954,0.3218
22.955,0.323747
22.956,0.330235
22.957,0.34451
22.958,0.343861
22.959,0.33056
22.96,0.325044
22.961,0.337048
22.962,0.348079
22.963,0.354892
22.964,0.355865
22.965,0.354892
22.966,0.350999
22.967,0.351972
22.968,0.362678
22.969,0.382468
22.97,0.399339
22.971,0.399663
22.972,0.401934
22.973,0.408747
22.974,0.410369
22.975,0.413938
22.976,0.420102
22.977,0.43535
22.978,0.44995
22.979,0.458385
22.98,0.470713
22.981,0.485313
22.982,0.500236
22.983,0.506725
22.984,0.510943
22.985,0.505427
22.986,0.477526
22.987,0.458385
22.988,0.452221
22.989,0.439892
22.99,0.43535
22.991,0.436648
22.992,0.425618
22.993,0.406152
22.994,0.387335
22.995,0.366247
22.996,0.341915
22.997,0.318556
22.998,0.290979
22.999,0.266322
23,0.248803
23.001,0.235502
23.002,0.212467
23.003,0.195921
23.004,0.186188
23.005,0.183268
23.006,0.186837
23.007,0.194948
23.008,0.197543
23.009,0.199166
23.01,0.196895
23.011,0.186188
23.012,0.178078
23.013,0.184891
23.014,0.196246
23.015,0.19949
23.016,0.20533
23.017,0.205005
23.018,0.198517
23.019,0.192353
23.02,0.184891
23.021,0.181646
23.022,0.181971
23.023,0.170616
23.024,0.154394
23.025,0.142066
23.026,0.144012
23.027,0.157963
23.028,0.162829
23.029,0.158287
23.03,0.150177
23.031,0.147581
23.032,0.150501
23.033,0.150501
23.034,0.14823
23.035,0.150825
23.036,0.148554
23.037,0.143039
23.038,0.13428
23.039,0.127142
23.04,0.121627
23.041,0.121627
23.042,0.127791
23.043,0.123898
23.044,0.123898
23.045,0.120978
23.046,0.114814
23.047,0.112218
23.048,0.108974
23.049,0.116112
23.05,0.127142
23.051,0.132982
23.052,0.131035
23.053,0.126818
23.054,0.13136
23.055,0.132333
23.056,0.125844
23.057,0.11968
23.058,0.120005
23.059,0.125844
23.06,0.13428
23.061,0.146608
23.062,0.143364
23.063,0.131684
23.064,0.129089
23.065,0.123573
23.066,0.108001
23.067,0.09989
23.068,0.082695
23.069,0.075558
23.07,0.0801
23.071,0.088859
23.072,0.100863
23.073,0.112218
23.074,0.109298
23.075,0.104108
23.076,0.094699
23.077,0.082371
23.078,0.075882
23.079,0.058039
23.08,0.02008
23.081,-0.038966
23.082,-0.111962
23.083,-0.230055
23.084,-0.410113
23.085,-0.620343
23.086,-0.834467
23.087,-1.025231
23.088,-1.162464
23.089,-1.229621
23.09,-1.214373
23.091,-1.092388
23.092,-0.909085
23.093,-0.669008
23.094,-0.36664
23.095,0.013916
23.096,0.443137
23.097,0.876251
23.098,1.320396
23.099,1.750916
23.1,2.108438
23.101,2.429625
23.102,2.67522
23.103,2.832245
23.104,2.946769
23.105,2.982132
23.106,2.920814
23.107,2.740755
23.108,2.471477
23.109,2.141855
23.11,1.789198
23.111,1.447573
23.112,1.117303
23.113,0.798063
23.114,0.545657
23.115,0.364949
23.116,0.249128
23.117,0.197219
23.118,0.186188
23.119,0.193975
23.12,0.200139
23.121,0.191055
23.122,0.172562
23.123,0.142066
23.124,0.107676
23.125,0.073287
23.126,0.039546
23.127,0.001912
23.128,-0.043183
23.129,-0.08471
23.13,-0.117802
23.131,-0.147974
23.132,-0.164196
23.133,-0.180417
23.134,-0.194692
23.135,-0.203127
23.136,-0.20994
23.137,-0.219673
23.138,-0.225513
23.139,-0.236543
23.14,-0.244005
23.141,-0.254063
23.142,-0.266715
23.143,-0.285208
23.144,-0.303051
23.145,-0.305322
23.146,-0.306296
23.147,-0.309216
23.148,-0.302727
23.149,-0.298509
23.15,-0.290074
23.151,-0.28683
23.152,-0.293967
23.153,-0.292345
23.154,-0.295914
23.155,-0.309216
23.156,-0.332575
23.157,-0.340036
23.158,-0.334521
23.159,-0.320895
23.16,-0.315704
23.161,-0.315704
23.162,-0.321544
23.163,-0.32641
23.164,-0.326086
23.165,-0.327384
23.166,-0.337117
23.167,-0.34393
23.168,-0.339388
23.169,-0.333872
23.17,-0.334846
23.171,-0.336792
23.172,-0.340036
23.173,-0.347174
23.174,-0.356907
23.175,-0.361449
23.176,-0.359178
23.177,-0.358529
23.178,-0.364693
23.179,-0.372479
23.18,-0.38059
23.181,-0.379941
23.182,-0.375724
23.183,-0.377021
23.184,-0.385457
23.185,-0.394541
23.186,-0.403625
23.187,-0.412709
23.188,-0.421144
23.189,-0.423739
23.19,-0.422441
23.191,-0.417899
23.192,-0.413357
23.193,-0.418548
23.194,-0.427632
23.195,-0.424064
23.196,-0.413682
23.197,-0.414006
23.198,-0.424388
23.199,-0.434121
23.2,-0.442556
23.201,-0.452613
23.202,-0.458453
23.203,-0.450667
23.204,-0.440934
23.205,-0.444503
23.206,-0.460724
23.207,-0.476297
23.208,-0.488301
23.209,-0.498358
23.21,-0.505171
23.211,-0.527557
23.212,-0.547671
23.213,-0.559026
23.214,-0.558053
23.215,-0.555133
23.216,-0.552862
23.217,-0.55124
23.218,-0.555782
23.219,-0.550267
23.22,-0.543778
23.221,-0.560324
23.222,-0.585629
23.223,-0.606068
23.224,-0.611908
23.225,-0.617099
23.226,-0.628454
23.227,-0.639809
23.228,-0.651813
23.229,-0.66187
23.23,-0.676794
23.231,-0.695611
23.232,-0.712481
23.233,-0.741355
23.234,-0.768283
23.235,-0.790993
23.236,-0.808188
23.237,-0.82376
23.238,-0.834467
23.239,-0.840631
23.24,-0.839657
23.241,-0.836413
23.242,-0.835115
23.243,-0.812405
23.244,-0.768932
23.245,-0.722214
23.246,-0.66771
23.247,-0.606717
23.248,-0.53956
23.249,-0.470133
23.25,-0.402651
23.251,-0.35496
23.252,-0.313758
23.253,-0.268338
23.254,-0.221295
23.255,-0.178471
23.256,-0.142459
23.257,-0.109691
23.258,-0.071084
23.259,-0.044806
23.26,-0.038966
23.261,-0.029882
23.262,-0.018202
23.263,-0.012687
23.264,-0.007821
23.265,-0.005874
23.266,-0.012363
23.267,-0.019176
23.268,-0.017553
23.269,-0.009767
23.27,-0.004576
23.271,-0.004901
23.272,-0.001981
23.273,0.001263
23.274,0.010996
23.275,0.010023
23.276,0.005157
23.277,-0.002954
23.278,-0.009767
23.279,-0.015282
23.28,-0.010416
23.281,-0.003927
23.282,-0.004576
23.283,-0.013985
23.284,-0.0195
23.285,-0.018851
23.286,-0.021447
23.287,-0.011065
23.288,-0.009118
23.289,-0.009443
23.29,-0.007821
23.291,-0.007172
23.292,0.003534
23.293,0.013592
23.294,0.014241
23.295,0.010347
23.296,0.005157
23.297,-0.001656
23.298,-0.00555
23.299,0.004832
23.3,0.014241
23.301,0.015863
23.302,0.017485
23.303,0.024298
23.304,0.029813
23.305,0.030462
23.306,0.027542
23.307,0.022351
23.308,0.024622
23.309,0.029813
23.31,0.032733
23.311,0.034355
23.312,0.041168
23.313,0.049928
23.314,0.056741
23.315,0.061607
23.316,0.060634
23.317,0.06031
23.318,0.058363
23.319,0.052523
23.32,0.046359
23.321,0.04571
23.322,0.044413
23.323,0.047008
23.324,0.059661
23.325,0.069069
23.326,0.068096
23.327,0.066474
23.328,0.064527
23.329,0.062256
23.33,0.057065
23.331,0.05739
23.332,0.064852
23.333,0.069718
23.334,0.070043
23.335,0.065825
23.336,0.067123
23.337,0.072314
23.338,0.07134
23.339,0.071016
23.34,0.068745
23.341,0.064852
23.342,0.065825
23.343,0.072638
23.344,0.076531
23.345,0.075882
23.346,0.073936
23.347,0.075882
23.348,0.082695
23.349,0.084966
23.35,0.086588
23.351,0.093401
23.352,0.101837
23.353,0.100539
23.354,0.090157
23.355,0.083344
23.356,0.078478
23.357,0.088535
23.358,0.102161
23.359,0.107027
23.36,0.109947
23.361,0.114165
23.362,0.11676
23.363,0.1226
23.364,0.119356
23.365,0.117085
23.366,0.110921
23.367,0.106379
23.368,0.118383
23.369,0.125844
23.37,0.123249
23.371,0.1226
23.372,0.123898
23.373,0.120005
23.374,0.114489
23.375,0.105405
23.376,0.095348
23.377,0.091779
23.378,0.095997
23.379,0.104108
23.38,0.108001
23.381,0.107352
23.382,0.102485
23.383,0.101837
23.384,0.107027
23.385,0.110272
23.386,0.114814
23.387,0.12552
23.388,0.136226
23.389,0.147906
23.39,0.163803
23.391,0.167371
23.392,0.152772
23.393,0.140768
23.394,0.134604
23.395,0.140444
23.396,0.148554
23.397,0.147581
23.398,0.143364
23.399,0.147257
23.4,0.14823
23.401,0.148554
23.402,0.154394
23.403,0.161532
23.404,0.169642
23.405,0.175158
23.406,0.180673
23.407,0.172562
23.408,0.160883
23.409,0.156341
23.41,0.161856
23.411,0.171589
23.412,0.17678
23.413,0.172887
23.414,0.163154
23.415,0.166723
23.416,0.176455
23.417,0.169318
23.418,0.166398
23.419,0.177429
23.42,0.17678
23.421,0.170616
23.422,0.166074
23.423,0.167696
23.424,0.171265
23.425,0.164776
23.426,0.14823
23.427,0.133631
23.428,0.127791
23.429,0.123249
23.43,0.126818
23.431,0.1226
23.432,0.114489
23.433,0.113516
23.434,0.120654
23.435,0.120005
23.436,0.117085
23.437,0.121951
23.438,0.124547
23.439,0.129413
23.44,0.132333
23.441,0.133306
23.442,0.123249
23.443,0.109623
23.444,0.095672
23.445,0.092753
23.446,0.09989
23.447,0.095997
23.448,0.083993
23.449,0.06842
23.45,0.051874
23.451,0.029813
23.452,0.012618
23.453,0.008725
23.454,0.012294
23.455,0.014241
23.456,0.021054
23.457,0.020729
23.458,0.009699
23.459,-0.000683
23.46,-0.007821
23.461,-0.013985
23.462,-0.024367
23.463,-0.035722
23.464,-0.03637
23.465,-0.032153
23.466,-0.029882
23.467,-0.025989
23.468,-0.026962
23.469,-0.032153
23.47,-0.038317
23.471,-0.046103
23.472,-0.052592
23.473,-0.056161
23.474,-0.057134
23.475,-0.057134
23.476,-0.061676
23.477,-0.068165
23.478,-0.068165
23.479,-0.069138
23.48,-0.069787
23.481,-0.065894
23.482,-0.059729
23.483,-0.058107
23.484,-0.058432
23.485,-0.060378
23.486,-0.066218
23.487,-0.067191
23.488,-0.061027
23.489,-0.05097
23.49,-0.049023
23.491,-0.052916
23.492,-0.057783
23.493,-0.067516
23.494,-0.082439
23.495,-0.09055
23.496,-0.09347
23.497,-0.094768
23.498,-0.08763
23.499,-0.082764
23.5,-0.080817
23.501,-0.086657
23.502,-0.093794
23.503,-0.104501
23.504,-0.112611
23.505,-0.114234
23.506,-0.114234
23.507,-0.109691
23.508,-0.098661
23.509,-0.100932
23.51,-0.122344
23.511,-0.137268
23.512,-0.145703
23.513,-0.145379
23.514,-0.145379
23.515,-0.149272
23.516,-0.159005
23.517,-0.174253
23.518,-0.179119
23.519,-0.18431
23.52,-0.200532
23.521,-0.20994
23.522,-0.209291
23.523,-0.203452
23.524,-0.202478
23.525,-0.195341
23.526,-0.18431
23.527,-0.180093
23.528,-0.1762
23.529,-0.168413
23.53,-0.1616
23.531,-0.159005
23.532,-0.159329
23.533,-0.162249
23.534,-0.154463
23.535,-0.142134
23.536,-0.132726
23.537,-0.124291
23.538,-0.121371
23.539,-0.126562
23.54,-0.135646
23.541,-0.148947
23.542,-0.15576
23.543,-0.159978
23.544,-0.160302
23.545,-0.1616
23.546,-0.168738
23.547,-0.171982
23.548,-0.175875
23.549,-0.187879
23.55,-0.20702
23.551,-0.218051
23.552,-0.23557
23.553,-0.270609
23.554,-0.299483
23.555,-0.307269
23.556,-0.313109
23.557,-0.323166
23.558,-0.330952
23.559,-0.330628
23.56,-0.327059
23.561,-0.328033
23.562,-0.329655
23.563,-0.327708
23.564,-0.317975
23.565,-0.307593
23.566,-0.311811
23.567,-0.311487
23.568,-0.311487
23.569,-0.316353
23.57,-0.314731
23.571,-0.310513
23.572,-0.302403
23.573,-0.302078
23.574,-0.30662
23.575,-0.310189
23.576,-0.311487
23.577,-0.307593
23.578,-0.304998
23.579,-0.304349
23.58,-0.299807
23.581,-0.296563
23.582,-0.297212
23.583,-0.296563
23.584,-0.292021
23.585,-0.28099
23.586,-0.275799
23.587,-0.277097
23.588,-0.268986
23.589,-0.255036
23.59,-0.242383
23.591,-0.226486
23.592,-0.217078
23.593,-0.208967
23.594,-0.213185
23.595,-0.2187
23.596,-0.216429
23.597,-0.20702
23.598,-0.199234
23.599,-0.188203
23.6,-0.186581
23.601,-0.187879
23.602,-0.186257
23.603,-0.187879
23.604,-0.188203
23.605,-0.186906
23.606,-0.179119
23.607,-0.165493
23.608,-0.163547
23.609,-0.172306
23.61,-0.175551
23.611,-0.170035
23.612,-0.162249
23.613,-0.157707
23.614,-0.156734
23.615,-0.163222
23.616,-0.161925
23.617,-0.1616
23.618,-0.168413
23.619,-0.170684
23.62,-0.169711
23.621,-0.162249
23.622,-0.144405
23.623,-0.141161
23.624,-0.13889
23.625,-0.133699
23.626,-0.13889
23.627,-0.154138
23.628,-0.156409
23.629,-0.143432
23.63,-0.138241
23.631,-0.164196
23.632,-0.216104
23.633,-0.288777
23.634,-0.405247
23.635,-0.566164
23.636,-0.760172
23.637,-0.952559
23.638,-1.150136
23.639,-1.323056
23.64,-1.421683
23.641,-1.450232
23.642,-1.40027
23.643,-1.2559
23.644,-1.049239
23.645,-0.778016
23.646,-0.430228
23.647,0.007103
23.648,0.472335
23.649,0.929782
23.65,1.390473
23.651,1.797309
23.652,2.141206
23.653,2.435465
